"INT/EXT";"CODE FOURNISSEUR";"CODE COLLECTION";"CODE COULEUR";"CATEGORIE";"DIMENSION";"COULEUR";"REF1";"REF2";"DIMENSION2";"PRIX PUBLIC TTC";"PRIX PROMO TTC";"FOURNISSEUR";"COLLECTION";"COLLISAGE";"UNITE";"FINITION"
"INT";370;"V";2;" CARRELAGE ";120120;"PEARL";"EC";"EM";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";2;" CARRELAGE ";120120;"PEARL";"EC";"EM";120120;" 82 € ";" 82 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT";370;"V";3;" CARRELAGE ";3060;"IVORY";"EC";"EM";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,08;"m²";0
"INT";370;"V";3;" CARRELAGE ";3060;"IVORY";"EC";"EM";3060;" 53 € ";" 53 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,08;"m²";"poli"
"INT";370;"V";3;" CARRELAGE ";6060;"IVORY";"EC";"EM";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";3;" CARRELAGE ";6060;"IVORY";"EC";"EM";6060;" 53 € ";" 53 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT";370;"V";3;" CARRELAGE ";9090;"IVORY";"EC";"EM";9090;" 59 € ";" 59 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,62;"m²";0
"INT";370;"V";3;" CARRELAGE ";9090;"IVORY";"EC";"EM";9090;" 64 € ";" 64 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,62;"m²";"poli"
"INT";370;"V";3;" CARRELAGE ";60120;"IVORY";"EC";"EM";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";3;" CARRELAGE ";60120;"IVORY";"EC";"EM";60120;" 65 € ";" 65 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT";370;"V";3;" CARRELAGE ";120120;"IVORY";"EC";"EM";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";3;" CARRELAGE ";120120;"IVORY";"EC";"EM";120120;" 82 € ";" 82 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT ";370;"W";1;" CARRELAGE ";3060;"WHITE";"EC";"OPA";3060;" 53 € ";" 35 € ";"ECOCERAMIC";"OLYMPIA ";1,08;"m²";"poli"
"INT ";370;"W";1;" CARRELAGE ";6060;"WHITE";"EC";"OPA";6060;" 53 € ";" 35 € ";"ECOCERAMIC";"OLYMPIA ";1,44;"m²";"poli"
"INT ";370;"W";1;" CARRELAGE ";9090;"WHITE";"EC";"OPA";9090;" 64 € ";" 42 € ";"ECOCERAMIC";"OLYMPIA ";1,62;"m²";"poli"
"INT ";370;"W";1;" CARRELAGE ";60120;"WHITE";"EC";"OPA";60120;" 65 € ";" 43 € ";"ECOCERAMIC";"OLYMPIA ";1,44;"m²";"poli"
"INT ";370;"W";1;" CARRELAGE ";120120;"WHITE";"EC";"OPA";120120;" 82 € ";" 54 € ";"ECOCERAMIC";"OLYMPIA ";1,44;"m²";"poli"
"INT";370;"X";1;" CARRELAGE ";3060;"WHITE";"EC";"ZT";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"ZERMATT";1,08;"m²";0
"INT";370;"X";1;" CARRELAGE ";6060;"WHITE";"EC";"ZT";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"ZERMATT";1,44;"m²";0
"INT";370;"X";1;" CARRELAGE ";9090;"WHITE";"EC";"ZT";9090;" 58 € ";" 58 € ";"ECOCERAMIC";"ZERMATT";1,62;"m²";0
"INT";370;"X";1;" CARRELAGE ";60120;"WHITE";"EC";"ZT";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"ZERMATT";1,44;"m²";0
"INT";370;"X";1;" CARRELAGE ";120120;"WHITE";"EC";"ZT";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"ZERMATT";1,44;"m²";0
"INT";370;"X";2;" CARRELAGE ";3060;"GOLD";"EC";"ZT";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"ZERMATT";1,06;"m²";0
"INT";370;"X";2;" CARRELAGE ";6060;"GOLD";"EC";"ZT";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"ZERMATT";1,44;"m²";0
"INT";370;"X";2;" CARRELAGE ";9090;"GOLD";"EC";"ZT";9090;" 58 € ";" 58 € ";"ECOCERAMIC";"ZERMATT";1,62;"m²";0
"INT";370;"X";2;" CARRELAGE ";60120;"GOLD";"EC";"ZT";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"ZERMATT";1,44;"m²";0
"INT";370;"X";2;" CARRELAGE ";120120;"GOLD";"EC";"ZT";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"ZERMATT";;"m²";0
"INT ";370;"Y";1;" CARRELAGE ";3060;"PERLA";"EC";"IY";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"EXT";370;"Y";1;" CARRELAGE ";3060;"PERLA";"EC";"IY";3060;" 46 € ";" 31 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"INT ";370;"Y";1;" CARRELAGE ";3060;"PERLA";"EC";"IY";3060;" 53 € ";" 35 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";"poli"
"INT ";370;"Y";1;" CARRELAGE ";6060;"PERLA";"EC";"IY";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"EXT";370;"Y";1;" CARRELAGE ";6060;"PERLA";"EC";"IY";6060;" 46 € ";" 31 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";1;" CARRELAGE ";6060;"PERLA";"EC";"IY";6060;" 53 € ";" 35 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";1;" CARRELAGE ";9090;"PERLA";"EC";"IY";9090;" 58 € ";" 38 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";0
"INT ";370;"Y";1;" CARRELAGE ";9090;"PERLA";"EC";"IY";9090;" 64 € ";" 42 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";"poli"
"INT ";370;"Y";1;" CARRELAGE ";60120;"PERLA";"EC";"IY";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";1;" CARRELAGE ";60120;"PERLA";"EC";"IY";60120;" 65 € ";" 43 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";1;" CARRELAGE ";75150;"PERLA";"EC";"IY";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";0
"INT ";370;"Y";1;" CARRELAGE ";75150;"PERLA";"EC";"IY";75150;" 69 € ";" 46 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";"poli"
"INT ";370;"Y";1;" CARRELAGE ";120120;"PERLA";"EC";"IY";120120;" 71 € ";" 47 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";1;" CARRELAGE ";120120;"PERLA";"EC";"IY";120120;" 82 € ";" 54 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";2;" CARRELAGE ";3060;"GRIS";"EC";"IY";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"EXT";370;"Y";2;" CARRELAGE ";3060;"GRIS";"EC";"IY";3060;" 46 € ";" 31 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"INT ";370;"Y";2;" CARRELAGE ";3060;"GRIS";"EC";"IY";3060;" 53 € ";" 35 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";"poli"
"INT ";370;"Y";2;" CARRELAGE ";6060;"GRIS";"EC";"IY";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"EXT";370;"Y";2;" CARRELAGE ";6060;"GRIS";"EC";"IY";6060;" 46 € ";" 31 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";2;" CARRELAGE ";6060;"GRIS";"EC";"IY";6060;" 53 € ";" 35 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";2;" CARRELAGE ";9090;"GRIS";"EC";"IY";9090;" 58 € ";" 38 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";0
"INT ";370;"Y";2;" CARRELAGE ";9090;"GRIS";"EC";"IY";9090;" 64 € ";" 42 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";"poli"
"INT ";370;"Y";2;" CARRELAGE ";60120;"GRIS";"EC";"IY";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";2;" CARRELAGE ";60120;"GRIS";"EC";"IY";60120;" 65 € ";" 43 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";2;" CARRELAGE ";75150;"GRIS";"EC";"IY";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";0
"INT ";370;"Y";2;" CARRELAGE ";75150;"GRIS";"EC";"IY";75150;" 69 € ";" 46 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";"poli"
"INT ";370;"Y";2;" CARRELAGE ";120120;"GRIS";"EC";"IY";120120;" 71 € ";" 47 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";2;" CARRELAGE ";120120;"GRIS";"EC";"IY";120120;" 82 € ";" 54 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";3;" CARRELAGE ";3060;"MARENGO";"EC";"IY";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"EXT";370;"Y";3;" CARRELAGE ";3060;"MARENGO";"EC";"IY";3060;" 46 € ";" 46 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"INT ";370;"Y";3;" CARRELAGE ";3060;"MARENGO";"EC";"IY";3060;" 53 € ";" 53 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";"poli"
"INT ";370;"Y";3;" CARRELAGE ";6060;"MARENGO";"EC";"IY";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"EXT";370;"Y";3;" CARRELAGE ";6060;"MARENGO";"EC";"IY";6060;" 46 € ";" 46 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";3;" CARRELAGE ";6060;"MARENGO";"EC";"IY";6060;" 53 € ";" 53 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";3;" CARRELAGE ";9090;"MARENGO";"EC";"IY";9090;" 58 € ";" 58 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";0
"INT ";370;"Y";3;" CARRELAGE ";9090;"MARENGO";"EC";"IY";9090;" 64 € ";" 64 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";"poli"
"INT ";370;"Y";3;" CARRELAGE ";60120;"MARENGO";"EC";"IY";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";3;" CARRELAGE ";60120;"MARENGO";"EC";"IY";60120;" 65 € ";" 65 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";3;" CARRELAGE ";75150;"MARENGO";"EC";"IY";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";0
"INT ";370;"Y";3;" CARRELAGE ";75150;"MARENGO";"EC";"IY";75150;" 69 € ";" 69 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";"poli"
"INT ";370;"Y";3;" CARRELAGE ";120120;"MARENGO";"EC";"IY";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";3;" CARRELAGE ";120120;"MARENGO";"EC";"IY";120120;" 82 € ";" 82 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";4;" CARRELAGE ";3060;"MARFIL";"EC";"IY";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"EXT";370;"Y";4;" CARRELAGE ";3060;"MARFIL";"EC";"IY";3060;" 46 € ";" 46 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";0
"INT ";370;"Y";4;" CARRELAGE ";3060;"MARFIL";"EC";"IY";3060;" 53 € ";" 53 € ";"ECOCERAMIC";"INFINITY";1,08;"m²";"poli"
"INT ";370;"Y";4;" CARRELAGE ";6060;"MARFIL";"EC";"IY";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"EXT";370;"Y";4;" CARRELAGE ";6060;"MARFIL";"EC";"IY";6060;" 46 € ";" 46 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";4;" CARRELAGE ";6060;"MARFIL";"EC";"IY";6060;" 53 € ";" 53 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";4;" CARRELAGE ";9090;"MARFIL";"EC";"IY";9090;" 58 € ";" 58 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";0
"INT ";370;"Y";4;" CARRELAGE ";9090;"MARFIL";"EC";"IY";9090;" 64 € ";" 64 € ";"ECOCERAMIC";"INFINITY";1,62;"m²";"poli"
"INT ";370;"Y";4;" CARRELAGE ";60120;"MARFIL";"EC";"IY";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";4;" CARRELAGE ";60120;"MARFIL";"EC";"IY";60120;" 65 € ";" 65 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT ";370;"Y";4;" CARRELAGE ";75150;"MARFIL";"EC";"IY";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";0
"INT";370;"Y";4;" CARRELAGE ";75150;"MARFIL";"EC";"IY";75150;" 69 € ";" 69 € ";"ECOCERAMIC";"INFINITY";1,13;"m²";"poli"
"INT ";370;"Y";4;" CARRELAGE ";120120;"MARFIL";"EC";"IY";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";0
"INT ";370;"Y";4;" CARRELAGE ";120120;"MARFIL";"EC";"IY";120120;" 82 € ";" 82 € ";"ECOCERAMIC";"INFINITY";1,44;"m²";"poli"
"INT";370;"Z";1;" CARRELAGE ";3060;"BLANCO";"EC";"SB";3060;" 42 € ";" 28 € ";"ECOCERAMIC";"SUBURB";1,3;"m²";0
"INT";370;"Z";1;" CARRELAGE ";3060;"PERLA";"EC";"SB";3060;" 42 € ";" 28 € ";"ECOCERAMIC";"SUBURB";1,3;"m²";0
"INT";370;"Z";1;" CARRELAGE ";3060;"GRIS";"EC";"SB";3060;" 42 € ";" 28 € ";"ECOCERAMIC";"SUBURB";1,3;"m²";0
"INT";370;"Z";1;" CARRELAGE ";3060;"MARFIL";"EC";"SB";3060;" 42 € ";" 28 € ";"ECOCERAMIC";"SUBURB";1,3;"m²";0
"INT";370;"Z";1;" CARRELAGE ";3060;"ARENA";"EC";"SB";3060;" 42 € ";" 28 € ";"ECOCERAMIC";"SUBURB";1,3;"m²";0
"INT";370;"Z";1;" CARRELAGE ";6060;"BLANCO";"EC";"SB";6060;" 42 € ";" 27 € ";"ECOCERAMIC";"SUBURB";1,48;"m²";0
"INT";370;"Z";1;" CARRELAGE ";6060;"PERLA";"EC";"SB";6060;" 42 € ";" 27 € ";"ECOCERAMIC";"SUBURB";1,48;"m²";0
"INT";370;"Z";1;" CARRELAGE ";6060;"GRIS";"EC";"SB";6060;" 42 € ";" 27 € ";"ECOCERAMIC";"SUBURB";1,48;"m²";0
"INT";370;"Z";1;" CARRELAGE ";6060;"MARFIL";"EC";"SB";6060;" 42 € ";" 27 € ";"ECOCERAMIC";"SUBURB";1,48;"m²";0
"INT";370;"Z";1;" CARRELAGE ";6060;"ARENA";"EC";"SB";6060;" 42 € ";" 27 € ";"ECOCERAMIC";"SUBURB";1,48;"m²";0
"INT";370;"Z";1;" CARRELAGE ";9090;"BLANCO";"EC";"SB";9090;" 54 € ";" 36 € ";"ECOCERAMIC";"SUBURB";1,44;"m²";0
"INT";370;"Z";1;" CARRELAGE ";9090;"PERLA";"EC";"SB";9090;" 54 € ";" 36 € ";"ECOCERAMIC";"SUBURB";1,44;"m²";0
"INT";370;"Z";1;" CARRELAGE ";9090;"GRIS";"EC";"SB";9090;" 54 € ";" 36 € ";"ECOCERAMIC";"SUBURB";1,44;"m²";0
"INT";370;"Z";1;" CARRELAGE ";9090;"MARFIL";"EC";"SB";9090;" 54 € ";" 36 € ";"ECOCERAMIC";"SUBURB";1,44;"m²";0
"INT";370;"Z";1;" CARRELAGE ";9090;"ARENA";"EC";"SB";9090;" 54 € ";" 36 € ";"ECOCERAMIC";"SUBURB";1,44;"m²";0
"INT";370;"Z";1;" CARRELAGE ";60120;"BLANCO";"EC";"SB";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"SUBURB";1,62;"m²";0
"INT";370;"Z";1;" CARRELAGE ";60120;"PERLA";"EC";"SB";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"SUBURB";1,62;"m²";0
"INT";370;"Z";1;" CARRELAGE ";60120;"GRIS";"EC";"SB";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"SUBURB";1,62;"m²";0
"INT";370;"Z";1;" CARRELAGE ";60120;"MARFIL";"EC";"SB";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"SUBURB";1,62;"m²";0
"INT";370;"Z";1;" CARRELAGE ";60120;"ARENA";"EC";"SB";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"SUBURB";1,62;"m²";0
"INT";370;"AB";1;" CARRELAGE ";60120;"GLOW 3D";"EC";"SE";60120;" 71 € ";" 71 € ";"ECOCERAMIC";"SEATTLE";1,44;"m²";0
"INT";370;"AB";1;" CARRELAGE ";120120;"GLOW 3D";"EC";"SE";120120;" 87 € ";" 87 € ";"ECOCERAMIC";"SEATTLE";1,44;"m²";0
"INT";370;"AD";1;" CARRELAGE ";6060;"BLANCO";"EC";"LG";6060;" 44 € ";" 44 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";1;" CARRELAGE ";60120;"BLANCO";"EC";"LG";60120;" 52 € ";" 52 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";1;" PLINTHE ";960;"BLANCO";"EC";"LG";960;" 9 € ";" 9 € ";"ECOCERAMIC";"LINGTON";18;"pce";0
"INT";370;"AD";2;" CARRELAGE ";6060;"PERLA";"EC";"LG";6060;" 44 € ";" 44 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";2;" CARRELAGE ";60120;"PERLA";"EC";"LG";60120;" 52 € ";" 52 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";2;" PLINTHE ";960;"PERLA";"EC";"LG";960;" 9 € ";" 9 € ";"ECOCERAMIC";"LINGTON";18;"pce";0
"INT";370;"AD";3;" CARRELAGE ";6060;"GRIGIO";"EC";"LG";6060;" 44 € ";" 44 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";3;" CARRELAGE ";60120;"GRIGIO";"EC";"LG";60120;" 52 € ";" 52 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";3;" PLINTHE ";960;"GRIGIO";"EC";"LG";960;" 9 € ";" 9 € ";"ECOCERAMIC";"LINGTON";18;"pce";0
"INT";370;"AD";4;" CARRELAGE ";6060;"MARFIL";"EC";"LG";6060;" 44 € ";" 44 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";4;" CARRELAGE ";60120;"MARFIL";"EC";"LG";60120;" 52 € ";" 52 € ";"ECOCERAMIC";"LINGTON";1,44;"m²";0
"INT";370;"AD";4;" PLINTHE ";960;"MARFIL";"EC";"LG";960;" 9 € ";" 9 € ";"ECOCERAMIC";"LINGTON";18;"pce";0
"INT";370;"AE";1;" CARRELAGE ";3060;"WHITE";"EC";"CPA";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,08;"m²";0
"INT";370;"AE";1;" CARRELAGE ";6060;"WHITE";"EC";"CPA";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";1;" CARRELAGE ";60120;"WHITE";"EC";"CPA";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";1;" CARRELAGE ";75150;"WHITE";"EC";"CPA";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"CAPRAIA";1,13;"m²";0
"INT";370;"AE";1;" CARRELAGE ";120120;"WHITE";"EC";"CPA";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";1;" PLINTHE ";960;"WHITE";"EC";"CPA";960;" 9 € ";" 9 € ";"ECOCERAMIC";"CAPRAIA";18;"pce";0
"INT";370;"AE";2;" CARRELAGE ";3060;"PEARL";"EC";"CPA";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,08;"m²";0
"INT";370;"AE";2;" CARRELAGE ";6060;"PEARL";"EC";"CPA";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";2;" CARRELAGE ";60120;"PEARL";"EC";"CPA";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";2;" CARRELAGE ";75150;"PEARL";"EC";"CPA";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"CAPRAIA";1,13;"m²";0
"INT";370;"AE";2;" CARRELAGE ";120120;"PEARL";"EC";"CPA";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";2;" PLINTHE ";960;"PEARL";"EC";"CPA";960;" 9 € ";" 9 € ";"ECOCERAMIC";"CAPRAIA";18;"pce";0
"INT";370;"AE";3;" CARRELAGE ";3060;"IRON";"EC";"CPA";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,08;"m²";0
"INT";370;"AE";3;" CARRELAGE ";6060;"IRON";"EC";"CPA";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";3;" CARRELAGE ";60120;"IRON";"EC";"CPA";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";3;" CARRELAGE ";75150;"IRON";"EC";"CPA";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"CAPRAIA";1,13;"m²";0
"INT";370;"AE";3;" CARRELAGE ";120120;"IRON";"EC";"CPA";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";3;" PLINTHE ";960;"IRON";"EC";"CPA";960;" 9 € ";" 9 € ";"ECOCERAMIC";"CAPRAIA";18;"pce";0
"INT";370;"AE";4;" CARRELAGE ";3060;"SAND";"EC";"CPA";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,08;"m²";0
"INT";370;"AE";4;" CARRELAGE ";6060;"SAND";"EC";"CPA";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";4;" CARRELAGE ";60120;"SAND";"EC";"CPA";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";4;" CARRELAGE ";75150;"SAND";"EC";"CPA";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"CAPRAIA";1,13;"m²";0
"INT";370;"AE";4;" CARRELAGE ";120120;"SAND";"EC";"CPA";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"CAPRAIA";1,44;"m²";0
"INT";370;"AE";4;" PLINTHE ";960;"SAND";"EC";"CPA";960;" 9 € ";" 9 € ";"ECOCERAMIC";"CAPRAIA";18;"pce";0
"INT";380;"L";1;" VINYL ";1801500;"TOUT COLORIS";"BI";"MM";1801500;" 49 € ";" 49 € ";"BERTFLOOR";"MEDIUM";2,16;"m²";0
"INT";380;"M";1;" VINYL ";2281800;"TOUT COLORIS";"BI";"LE";2281800;" 57 € ";" 57 € ";"BERTFLOOR";"LARGE";2,46;"m²";0
"INT";410;"B";1;" CARRELAGE ";7575;"ICEBERG";"FL";"IG";7575;" 58 € ";" 39 € ";"FANAL";"ICEBERG";1,11;"m²";0
"INT";410;"B";1;" CARRELAGE ";7575;"ICEBERG";"FL";"IG";7575;" 67 € ";" 45 € ";"FANAL";"ICEBERG";1,11;"m²";"poli"
"INT";410;"B";1;" CARRELAGE ";9090;"ICEBERG";"FL";"IG";9090;" 64 € ";" 43 € ";"FANAL";"ICEBERG";0,81;"m²";0
"INT";410;"B";1;" CARRELAGE ";9090;"ICEBERG";"FL";"IG";9090;" 72 € ";" 49 € ";"FANAL";"ICEBERG";0,81;"m²";"poli"
"INT";410;"B";1;" CARRELAGE ";40120;"ICEBERG";"FL";"IG";40120;" 58 € ";" 39 € ";"FANAL";"ICEBERG";1,05;"m²";0
"INT";410;"B";1;" CARRELAGE ";40120;"ICEBERG";"FL";"IG";40120;" 67 € ";" 45 € ";"FANAL";"ICEBERG";1,05;"m²";"poli"
"INT";410;"B";1;" CARRELAGE ";60120;"ICEBERG";"FL";"IG";60120;" 61 € ";" 41 € ";"FANAL";"ICEBERG";1,43;"m²";0
"INT";410;"B";1;" CARRELAGE ";60120;"ICEBERG";"FL";"IG";60120;" 69 € ";" 47 € ";"FANAL";"ICEBERG";1,43;"m²";"poli"
"INT";410;"D";1;" CARRELAGE ";6060;"WHITE";"FL";"SW";6060;" 61 € ";" 61 € ";"FANAL";"SNOW";1,07;"m²";"poli"
"INT";410;"D";1;" CARRELAGE ";7575;"WHITE";"FL";"SW";7575;" 67 € ";" 67 € ";"FANAL";"SNOW";1,11;"m²";"poli"
"INT";410;"D";1;" CARRELAGE ";9090;"WHITE";"FL";"SW";9090;" 72 € ";" 72 € ";"FANAL";"SNOW";0,81;"m²";"poli"
"INT";410;"D";1;" CARRELAGE ";60120;"WHITE";"FL";"SW";60120;" 69 € ";" 69 € ";"FANAL";"SNOW";1,43;"m²";"poli"
"INT";410;"E";1;" CARRELAGE ";6060;"GOLD";"FL";"CA";6060;" 51 € ";" 51 € ";"FANAL";"CALACATTA";1,07;"m²";0
"INT";410;"E";1;" CARRELAGE ";6060;"GOLD";"FL";"CA";6060;" 61 € ";" 61 € ";"FANAL";"CALACATTA";1,07;"m²";"poli"
"INT";410;"E";1;" CARRELAGE ";7575;"GOLD";"FL";"CA";7575;" 58 € ";" 58 € ";"FANAL";"CALACATTA";1,11;"m²";0
"INT";410;"E";1;" CARRELAGE ";7575;"GOLD";"FL";"CA";7575;" 67 € ";" 67 € ";"FANAL";"CALACATTA";1,11;"m²";"poli"
"INT";410;"E";1;" CARRELAGE ";9090;"GOLD";"FL";"CA";9090;" 64 € ";" 64 € ";"FANAL";"CALACATTA";0,81;"m²";0
"INT";410;"E";1;" CARRELAGE ";9090;"GOLD";"FL";"CA";9090;" 72 € ";" 72 € ";"FANAL";"CALACATTA";0,81;"m²";"poli"
